Fe.contabilizaci줻;Centro de coste;N즡ero de cuenta;Denominaci줻;En moneda local centro de beneficio;Clave moneda ML CeBe;En moneda de la sociedad;Clave moneda moneda sociedad;Acreedor;Nombre del usuario;Fecha de documento;Texto;Documento compras;N� doc.refer.
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;144,36;USD;16637,00;ARS;204208;BJADMIN_LO;23/3/2022;526-123;R0228722;5005785415
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;52,99;USD;6107,00;ARS;204208;BJADMIN_LO;23/3/2022;2033001;R0008022;5005785416
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;298,05;USD;34350,00;ARS;205527;BJADMIN_LO;23/3/2022;C-46175;R2042521;5005785417
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,84;USD;8740,00;ARS;204208;BJADMIN_LO;23/3/2022;PWA28107;R0008222;5005785432
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;204,43;USD;23560,00;ARS;204208;BJADMIN_LO;23/3/2022;MAHR;R0010822;5005785434
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;90,46;USD;10425,00;ARS;204208;BJADMIN_LO;23/3/2022;360 G;R0171922;5005785748
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;150,00;USD;17287,00;ARS;204208;BJADMIN_LO;23/3/2022;30006-0092;R0865821;5005785760
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;150,00;USD;17287,00;ARS;204208;BJADMIN_LO;23/3/2022;30006-0100;R0887321;5005785761
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;150,00;USD;17287,00;ARS;204208;BJADMIN_LO;23/3/2022;30006-0092;R0685921;5005785766
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;99,59;USD;11478,00;ARS;204208;BJADMIN_LO;23/3/2022;100MM;R0035322;5005785767
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;1IN;R0015522;5005785823
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;1.4 IN;R0015722;5005785824
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;1.5 IN;R0015422;5005785826
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;2-IN;R0015922;5005785828
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;2.8 IN;R0016222;5005785829
23/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,35;USD;8108,00;ARS;204208;BJADMIN_LO;23/3/2022;5 IN;R0030822;5005785852
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;513-242;R0037722;5005787879
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0036022;5005787880
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0036222;5005787886
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0035722;5005787896
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0035922;5005787898
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0036122;5005787899
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;599-7034-5;R0035822;5005787903
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,68;USD;5160,00;ARS;204208;BJADMIN_LO;25/3/2022;1810011;R0145522;5005787908
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;149,67;USD;17287,00;ARS;204208;BJADMIN_LO;25/3/2022;30006-0167;R0865221;5005787911
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;99,38;USD;11478,00;ARS;204208;BJADMIN_LO;25/3/2022;300 MM;R0035122;5005788068
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;124,90;USD;14426,00;ARS;204208;BJADMIN_LO;25/3/2022;440;R0175722;5005788112
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;41,03;USD;4739,00;ARS;204208;BJADMIN_LO;25/3/2022;300MM;R2187821;5005788150
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;3064,00;USD;353892,00;ARS;406142;BJADMIN_LO;25/3/2022;213C;R1657021;5005788339
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;631,21;USD;72905,00;ARS;201492;BJADMIN_LO;25/3/2022;8846A;R0984320;5005788340
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;199,13;USD;23000,00;ARS;201495;BJADMIN_LO;25/3/2022;R 400;R0004722;5005788433
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;48,32;USD;5581,00;ARS;204208;BJADMIN_LO;28/3/2022;.99909;R0031822;5005791238
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;100,47;USD;11604,00;ARS;201492;BJADMIN_LO;28/3/2022;82023-842;R0722120;5005791617
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;370,42;USD;42784,00;ARS;201492;BJADMIN_LO;28/3/2022;TI249;R1876621;5005791633
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;133,23;USD;15388,00;ARS;201492;BJADMIN_LO;28/3/2022;MAS830L;R2184621;5005791638
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;107,02;USD;12361,00;ARS;201492;BJADMIN_LO;28/3/2022;90080-06;R1948521;5005791639
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;107,02;USD;12361,00;ARS;201492;BJADMIN_LO;28/3/2022;90080-06;R1935621;5005791640
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;107,02;USD;12361,00;ARS;201492;BJADMIN_LO;28/3/2022;11-661-8;R1991321;5005791884
28/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;218,04;USD;25184,00;ARS;201492;BJADMIN_LO;28/3/2022;041095-200-13;R0747121;5005791901
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,31;USD;7560,00;ARS;201495;BJADMIN_LO;29/3/2022;28F/1P;R0240822;5005793166
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,31;USD;7560,00;ARS;201495;BJADMIN_LO;29/3/2022;250004-11C;R0241322;5005793167
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,31;USD;7560,00;ARS;201495;BJADMIN_LO;29/3/2022;28F;R0241122;5005793168
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,31;USD;7560,00;ARS;201495;BJADMIN_LO;29/3/2022;08008-57;R0242522;5005793185
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,31;USD;7560,00;ARS;201495;BJADMIN_LO;29/3/2022;301012;R0243322;5005793186
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;170,00;USD;19677,50;ARS;406142;BJADMIN_LO;29/3/2022;G436;R0251922;5005793434
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;116,00;USD;13427,00;ARS;406142;BJADMIN_LO;29/3/2022;746;R0414522;5005793441
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;95,52;USD;11057,00;ARS;204208;BJADMIN_LO;29/3/2022;6004MFRMH;R0309722;5005793444
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;181,43;USD;21000,00;ARS;201495;BJADMIN_LO;29/3/2022;PE4383;R0038322;5005793449
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;114,63;USD;13268,00;ARS;204208;BJADMIN_LO;29/3/2022;103-192;R0011422;5005793720
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;114,63;USD;13268,00;ARS;204208;BJADMIN_LO;29/3/2022;103-191;R0011222;5005793726
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;114,63;USD;13268,00;ARS;204208;BJADMIN_LO;29/3/2022;103-189;R0011322;5005793730
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;99,16;USD;11478,00;ARS;204208;BJADMIN_LO;29/3/2022;06IN;R0177522;5005793731
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,58;USD;5160,00;ARS;204208;BJADMIN_LO;29/3/2022;436-8IN;R0250122;5005793746
29/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;114,04;USD;13200,00;ARS;201495;BJADMIN_LO;29/3/2022;45;R0307822;5005793748
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;728,00;USD;84266,00;ARS;406142;BJADMIN_LO;30/3/2022;9240 SI;R0321622;5005795455
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,28;USD;5704,00;ARS;204208;BJADMIN_LO;30/3/2022;50 LBF;R0146721;5005795457
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,58;USD;5160,00;ARS;204208;BJADMIN_LO;30/3/2022;122;R0016622;5005795459
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;71,87;USD;8319,00;ARS;204208;BJADMIN_LO;30/3/2022;360;R0035522;5005795493
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;32,57;USD;3770,00;ARS;204208;BJADMIN_LO;30/3/2022;HW37331;R0250422;5005795497
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,23;USD;7898,00;ARS;204208;BJADMIN_LO;30/3/2022;150 MM.;R0032322;5005795502
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;34,57;USD;4001,00;ARS;204208;BJADMIN_LO;30/3/2022;.025 IN;R0145422;5005795504
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;50,04;USD;5792,00;ARS;204208;BJADMIN_LO;30/3/2022;4IN;R0172622;5005795923
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,58;USD;5160,00;ARS;204208;BJADMIN_LO;30/3/2022;PUPPITAST;R0266422;5005795924
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;135,55;USD;15690,00;ARS;204208;BJADMIN_LO;30/3/2022;6000 FNS;R0235422;5005795925
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,28;USD;5704,00;ARS;204208;BJADMIN_LO;30/3/2022;10LBF;R0688821;5005795926
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,28;USD;5704,00;ARS;204208;BJADMIN_LO;30/3/2022;50 LBF;R0734921;5005796250
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,23;USD;7898,00;ARS;204208;BJADMIN_LO;30/3/2022;S436KRL;R0251222;5005796253
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;179,21;USD;20744,00;ARS;204208;BJADMIN_LO;30/3/2022;DIN 1 6,3;R1696021;5005796254
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;290,89;USD;32992,50;ARS;405792;BJADMIN_LO;30/3/2022;281;R0511922;5005796256
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;362,00;USD;41901,50;ARS;405628;BJADMIN_LO;30/3/2022;9020275.30;R2270721;5005796257
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;305,00;USD;35303,75;ARS;405628;BJADMIN_LO;30/3/2022;EPOCH 650;R2223921;5005796258
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;750,00;USD;86812,50;ARS;405628;BJADMIN_LO;30/3/2022;IFR-4000;R0317022;5005796259
30/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;650,00;USD;75237,50;ARS;405628;BJADMIN_LO;30/3/2022;IFR6000;R0323622;5005796261
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;115,00;USD;13340,00;ARS;406142;BJADMIN_LO;31/3/2022;505056;R0312322;5005797827
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;115,00;USD;13340,00;ARS;406142;BJADMIN_LO;31/3/2022;505056;R0312222;5005797828
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;257,00;USD;29812,00;ARS;406142;BJADMIN_LO;31/3/2022;1562-A;R0262922;5005797841
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;900,00;USD;104400,00;ARS;401417;BJADMIN_LO;31/3/2022;C15292;R0321022;5005797842
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;83,00;USD;9628,00;ARS;405987;BJADMIN_LO;31/3/2022;6004MFRMH;R0510522;5005797844
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;147,50;USD;17110,00;ARS;405987;BJADMIN_LO;31/3/2022;WA23;R0278222;5005797846
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;182,32;USD;20542,50;ARS;405792;BJADMIN_LO;31/3/2022;9891064004;R0506822;5005797848
18/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;637,55;USD;73000,00;ARS;201492;BJADMIN_LO;18/3/2022;LMV-186A;R1086720;5005797949
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;220,00;USD;25520,00;ARS;405794;BJADMIN_LO;31/3/2022;8524;R0499722;5005798005
1/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;207,11;USD;23300,00;ARS;201492;BJADMIN_LO;1/3/2022;8040-A;R0414021;5005799722
1/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;306,22;USD;34450,00;ARS;201492;BJADMIN_LO;1/3/2022;8808A;R0198921;5005799723
10/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;-13,86;USD;-1580,00;ARS;204208;AR020690;27/1/2022;;R2129621;5106193262
8/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;188,00;USD;21526,00;ARS;405628;AR033637;8/3/2022;;R0209522;5106194902
8/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;-12,00;USD;-1374,00;ARS;405628;AR033637;8/3/2022;;R0213722;5106194903
8/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;12,00;USD;1374,00;ARS;405628;AR033637;8/3/2022;;R0254422;5106194905
8/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;12,00;USD;1374,00;ARS;405628;AR033637;8/3/2022;;R0254222;5106194906
8/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;12,00;USD;1374,00;ARS;405628;AR033637;8/3/2022;;R0254322;5106194907
22/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;278,26;USD;32000,00;ARS;201492;AR020690;15/3/2022;;R1086820;5106195198
31/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;-8,62;USD;-1000,00;ARS;201492;AR020690;15/3/2022;;R0722120;5106197291
1/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;0,05;USD;5,73;ARS;405987;AR033637;28/2/2022;;R2033021;5106197757
1/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;-31,07;USD;-3557,51;ARS;405987;AR033637;1/3/2022;;R2148921;5106197758
25/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;-42,50;USD;-4940,62;ARS;405987;AR033637;25/3/2022;;R0254122;5106197760
22/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;259,00;USD;29979,25;ARS;405628;AR033637;22/3/2022;;R2223921;5106198029
22/3/2022;10501009;700820001;MNT-EQUIPOS TALLER;213,00;USD;24654,75;ARS;405628;AR033637;22/3/2022;;R2270721;5106198053
29/4/2022;10501009;700820004;MNT-EDIF E INSTAL;27,81;USD;3330,00;ARS;206765;AR015417;29/4/2022;;4500018690;5005843660
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;750,00;USD;87000,00;ARS;405794;BJADMIN_LO;1/4/2022;8903B/001;R0512122;5005799307
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;650,00;USD;75400,00;ARS;405794;BJADMIN_LO;1/4/2022;FT-20AEXABGEA-5;R0043522;5005799311
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8700,00;ARS;405794;BJADMIN_LO;1/4/2022;M22520/3-15;R0453422;5005799528
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8700,00;ARS;405794;BJADMIN_LO;1/4/2022;M22520/3-2;R0455122;5005799529
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;245,00;USD;28420,00;ARS;405794;BJADMIN_LO;1/4/2022;J17;R0351522;5005799766
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;245,00;USD;28420,00;ARS;405794;BJADMIN_LO;1/4/2022;J-1803;R0351722;5005799767
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;143,00;USD;16623,75;ARS;406142;BJADMIN_LO;4/4/2022;MIT485/2;R0434822;5005803042
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;115,00;USD;13368,75;ARS;406142;BJADMIN_LO;4/4/2022;3078/PINZAAMPEROMETR;R0442422;5005803043
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;250,00;USD;29062,50;ARS;406142;BJADMIN_LO;4/4/2022;1565-B;R0500522;5005803052
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;450,00;USD;52312,50;ARS;405987;BJADMIN_LO;4/4/2022;MR3-MF;R0254122;5005803185
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;90871-1;R0511222;5005804776
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;GMT232;R0478322;5005804777
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;GMT201;R0478022;5005804778
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;GMT208;R0479422;5005804840
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;90314-1;R0495422;5005804843
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8756,25;ARS;405794;BJADMIN_LO;5/4/2022;91531-1;R0511122;5005804846
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;182,32;USD;20625,00;ARS;405792;BJADMIN_LO;5/4/2022;1433-N;R0553922;5005804848
5/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;243,09;USD;27500,00;ARS;405792;BJADMIN_LO;5/4/2022;RV622A;R0524222;5005804853
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;5064,04;USD;561030,59;ARS;401911;BJADMIN_LO;1/4/2022;43228;R2161321;5005806826
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;216,00;USD;25056,00;ARS;204805;BJADMIN_LO;1/4/2022;30;R2145521;5005807126
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;2022,76;USD;234640,16;ARS;405628;BJADMIN_LO;1/4/2022;C7400ER-C;R0223322;5005807319
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;518,00;USD;60088,00;ARS;405628;BJADMIN_LO;1/4/2022;8900003 R02;R2181521;5005807391
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;604,00;USD;70064,00;ARS;405628;BJADMIN_LO;1/4/2022;EPOCH XT;R2224221;5005807392
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;955,00;USD;110780,00;ARS;405628;BJADMIN_LO;1/4/2022;45;R0148122;5005807393
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;212,07;USD;24600,00;ARS;202241;BJADMIN_LO;1/4/2022;468-958;R1335521;5005807475
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;785,00;USD;91845,00;ARS;405628;BJADMIN_LO;7/4/2022;ADTS205;R0243822;5005809158
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8775,00;ARS;405794;BJADMIN_LO;7/4/2022;M22520/1-01;R0420122;5005809164
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8775,00;ARS;405794;BJADMIN_LO;7/4/2022;MOD.HT-95;R0429022;5005809165
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8775,00;ARS;405794;BJADMIN_LO;7/4/2022;HT-95;R0428822;5005809170
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8775,00;ARS;405794;BJADMIN_LO;7/4/2022;M22520/2-01;R0428922;5005809180
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8775,00;ARS;405794;BJADMIN_LO;7/4/2022;M22520/39-01;R0441222;5005809183
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;375,50;USD;43933,50;ARS;405794;BJADMIN_LO;7/4/2022;X281A;R0383022;5005809462
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;375,50;USD;43933,50;ARS;405794;BJADMIN_LO;7/4/2022;X281A;R0383122;5005809464
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;375,50;USD;43933,50;ARS;405794;BJADMIN_LO;7/4/2022;X281A;R0382922;5005809466
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;109,44;USD;12805,00;ARS;204208;BJADMIN_LO;7/4/2022;DT-5;R1376720;5005809469
7/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;89,10;USD;10425,00;ARS;204208;BJADMIN_LO;7/4/2022;G34002-1;R0521422;5005809471
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;123,67;USD;14500,00;ARS;204779;BJADMIN_LO;8/4/2022;OAC-6;R1916921;5005810707
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;110,02;USD;12900,00;ARS;201492;BJADMIN_LO;8/4/2022;UX100-011;R1024421;5005810977
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;87,86;USD;10301,00;ARS;201492;BJADMIN_LO;8/4/2022;305002;R1867521;5005810980
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,83;USD;5256,00;ARS;201492;BJADMIN_LO;8/4/2022;1359;R0998421;5005810985
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;200,00;USD;23450,00;ARS;406142;BJADMIN_LO;8/4/2022;9107;R1807721;5005811005
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,17;USD;5704,00;ARS;204208;BJADMIN_LO;1/4/2022;WD-213;R0546021;5005813872
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;69,90;USD;8108,00;ARS;204208;BJADMIN_LO;1/4/2022;1.2 IN;R0015622;5005813873
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;929,00;USD;107996,25;ARS;405628;BJADMIN_LO;4/4/2022;OMNI-M2-PA16128;R2224021;5005813874
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;87,86;USD;10301,00;ARS;201492;BJADMIN_LO;11/4/2022;DAT-10;R1770521;5005814138
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;80,46;USD;9434,00;ARS;201492;BJADMIN_LO;11/4/2022;HS-3;R1024521;5005814143
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,83;USD;5256,00;ARS;201492;BJADMIN_LO;11/4/2022;1359;R0998621;5005814149
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,83;USD;5256,00;ARS;201492;BJADMIN_LO;11/4/2022;1359;R0998821;5005814155
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;128,31;USD;14884,00;ARS;201492;BJADMIN_LO;1/4/2022;ROHS;R1952921;5005814361
4/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,00;USD;7905,00;ARS;406142;BJADMIN_LO;4/4/2022;500-196-30;R0509322;5005814362
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;186,78;USD;21900,00;ARS;201492;BJADMIN_LO;11/4/2022;400EL;R0339221;5005814391
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;255,86;USD;30000,00;ARS;200161;BJADMIN_LO;11/4/2022;HH-411;R0507022;5005814402
11/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;221,75;USD;26000,00;ARS;200161;BJADMIN_LO;11/4/2022;LX-D;R0441822;5005814403
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;488,16;USD;57237,00;ARS;201492;BJADMIN_LO;8/4/2022;1745A;R0267122;5005817070
1/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,48;USD;5160,00;ARS;204208;BJADMIN_LO;1/4/2022;10-PSI;R0170622;5005818433
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;220,81;USD;26000,00;ARS;200161;BJADMIN_LO;13/4/2022;LXB-A;R0427222;5005818450
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;186,84;USD;22000,00;ARS;200161;BJADMIN_LO;13/4/2022;100-024/11;R0507122;5005818488
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;106,87;USD;12531,00;ARS;204208;BJADMIN_LO;8/4/2022;DG-500;R2240721;5005818704
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;106,87;USD;12531,00;ARS;204208;BJADMIN_LO;8/4/2022;DG-500;R1645921;5005818705
8/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;106,87;USD;12531,00;ARS;204208;BJADMIN_LO;8/4/2022;DG-500;R2240521;5005818706
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;124,31;USD;14637,00;ARS;204208;BJADMIN_LO;13/4/2022;8400;R0285522;5005818814
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;55,50;USD;6535,00;ARS;204208;BJADMIN_LO;13/4/2022;1000MM;R0366022;5005818950
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;320,17;USD;37700,00;ARS;204208;BJADMIN_LO;13/4/2022;607;R0377022;5005818953
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,19;USD;5792,00;ARS;204208;BJADMIN_LO;13/4/2022;43193 IN;R0285222;5005818954
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,69;USD;7735,00;ARS;204208;BJADMIN_LO;13/4/2022;DPH-200;R0011521;5005818957
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,19;USD;5792,00;ARS;204208;BJADMIN_LO;13/4/2022;436M;R0376422;5005818964
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;161,00;USD;18957,75;ARS;405628;BJADMIN_LO;13/4/2022;HPRS-C-6-1;R0265922;5005818966
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;161,00;USD;18957,75;ARS;405628;BJADMIN_LO;13/4/2022;HPRS-C-6-1;R0263122;5005818967
13/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;161,00;USD;18957,75;ARS;405628;BJADMIN_LO;13/4/2022;HARS-X-5-0.1;R0264422;5005818968
14/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;49,08;USD;5792,00;ARS;204208;BJADMIN_LO;14/4/2022;436 M;R0376822;5005819929
14/4/2022;10501009;700820001;MNT-EQUIPOS TALLER;47,30;USD;5581,00;ARS;204208;BJADMIN_LO;14/4/2022;C21;R0250522;5005820000
