Fe.contabilizaci줻;Centro de coste;N즡ero de cuenta;Denominaci줻;En moneda local centro de beneficio;Clave moneda ML CeBe;En moneda de la sociedad;Clave moneda moneda sociedad;Acreedor;Nombre del usuario;Fecha de documento;Texto;Documento compras;N� doc.refer.
27/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;85,59;USD;9372,00;ARS;204208;BJADMIN_LO;W;12-IN;R1293621;5005689994
21/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;64,91;USD;7075,00;ARS;204805;BJADMIN_LO;W;WT-151871;R2068021;5005690973
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;55,52;USD;6107,00;ARS;204208;BJADMIN_LO;W;543-177;R1992021;5005690974
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;104,35;USD;11478,00;ARS;204208;BJADMIN_LO;W;6-IN;R1186721;5005690975
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;34,27;USD;3770,00;ARS;204208;BJADMIN_LO;W;02IN;R0942621;5005691011
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;56,48;USD;6213,00;ARS;204208;BJADMIN_LO;W;43191;R1788221;5005691021
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;56,48;USD;6213,00;ARS;204208;BJADMIN_LO;W;384;R1749421;5005691196
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;64,41;USD;7085,00;ARS;204208;BJADMIN_LO;W;PMF113;R0090521;5005691201
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;105,30;USD;11583,00;ARS;204805;BJADMIN_LO;W;CMM-5;R1276121;5005691202
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;210,91;USD;23200,00;ARS;202241;BJADMIN_LO;W;350X250;R0693321;5005691204
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;210,91;USD;23200,00;ARS;202241;BJADMIN_LO;W;350X500;R0696521;5005691280
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;210,91;USD;23200,00;ARS;202241;BJADMIN_LO;W;400X300;R0693421;5005691283
28/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;654,55;USD;72000,00;ARS;202241;BJADMIN_LO;W;2430X1220;R1368221;5005691287
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;650,00;USD;71662,50;ARS;405628;BJADMIN_LO;W;SHUNT 1593;R1936021;5005694119
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;63,00;USD;6945,75;ARS;405628;BJADMIN_LO;W;THCD-101;R1917921;5005694594
26/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;52,09;USD;5704,00;ARS;204208;BJADMIN_LO;W;2032440;R0486621;5005699155
19/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;-171,61;USD;-18706,00;ARS;201492;BJADMIN_LO;W;HS-3V;R0460821;5005699251
26/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;13,27;USD;1453,00;ARS;204208;BJADMIN_LO;W;FB6BXX;R2173621;5005699532
13/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;0,09;USD;10,00;ARS;204208;AR020690;W;;R0754321;5106183916
14/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;-17,43;USD;-1896,00;ARS;204208;AR020690;W;;R1787921;5106184271
20/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;0,00;USD;-240,00;ARS;405987;AR036143;W;;R1944421;5106185023
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;9,07;USD;1000,00;ARS;201492;AR020690;W;;R0807121;5106186802
4/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;23,95;USD;2623,94;ARS;405792;AR033637;W;;R2114721;5106186826
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;105,06;USD;11583,00;ARS;204208;AR020690;W;;R0865321;5106187107
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;-322,37;USD;-35541,00;ARS;204208;AR020690;W;;R0178721;5106187152
31/1/2022;10501009;700820001;MNT-EQUIPOS TALLER;41,86;USD;4615,00;ARS;204208;AR020690;W;;R0053721;5106187656
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;44,44;USD;4900,00;ARS;201492;BJADMIN_LO;1/2/2022;VOLTI-10V;R0230521;5005698110
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;47,67;USD;5256,00;ARS;201492;BJADMIN_LO;1/2/2022;2S-DVV-010;R1055621;5005698117
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;87,71;USD;9670,00;ARS;201492;BJADMIN_LO;1/2/2022;2700;R1118521;5005698118
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;97,05;USD;10700,00;ARS;201492;BJADMIN_LO;1/2/2022;75-A;R2085920;5005698119
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;53,51;USD;5900,00;ARS;201492;BJADMIN_LO;1/2/2022;HH2202AL;R1857320;5005698120
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;93,43;USD;10301,00;ARS;201492;BJADMIN_LO;1/2/2022;90080-06;R1996221;5005698230
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;93,43;USD;10301,00;ARS;201492;BJADMIN_LO;1/2/2022;90080-06;R1999021;5005698231
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;80,77;USD;8905,00;ARS;204208;BJADMIN_LO;2/2/2022;440Z-9RL;R0115321;5005699255
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;34,20;USD;3770,00;ARS;204208;BJADMIN_LO;2/2/2022;436-1;R0945321;5005699264
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;56,35;USD;6213,00;ARS;204208;BJADMIN_LO;2/2/2022;384;R1749821;5005699265
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;116,15;USD;12805,00;ARS;204208;BJADMIN_LO;2/2/2022;100.;R4500519;5005699266
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;62,09;USD;6845,00;ARS;204208;BJADMIN_LO;2/2/2022;IN-10;R1226421;5005699268
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;42,98;USD;4739,00;ARS;204208;BJADMIN_LO;2/2/2022;TECH1FR240;R0963421;5005699339
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;42,98;USD;4739,00;ARS;204208;BJADMIN_LO;2/2/2022;1501MRMH;R0961121;5005699380
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;35,82;USD;3949,00;ARS;204208;BJADMIN_LO;2/2/2022;TQS1AC;R0873021;5005699381
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;42,98;USD;4739,00;ARS;204208;BJADMIN_LO;2/2/2022;1.81NLDNSS;R1316621;5005699382
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;42,98;USD;4739,00;ARS;204208;BJADMIN_LO;2/2/2022;1501MRMH;R0962621;5005699383
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;56,35;USD;6213,00;ARS;204208;BJADMIN_LO;2/2/2022;PARAL-159MM;R1868221;5005699384
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;42,98;USD;4739,00;ARS;204208;BJADMIN_LO;2/2/2022;TORQUMAN-3;R1289721;5005699385
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;179,59;USD;19800,00;ARS;206494;BJADMIN_LO;2/2/2022;TROOPER;R2083421;5005699387
2/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;151,93;USD;16750,00;ARS;206494;BJADMIN_LO;2/2/2022;CS2000;R2148021;5005699388
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;169,67;USD;18706,00;ARS;201492;BJADMIN_LO;3/2/2022;HS-3;R0460621;5005700269
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;150,00;USD;16537,50;ARS;405794;BJADMIN_LO;3/2/2022;ACTPD7.101;R1711221;5005700270
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;150,00;USD;16537,50;ARS;405794;BJADMIN_LO;3/2/2022;P09080;R1711321;5005700272
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;66,06;USD;7283,00;ARS;204208;BJADMIN_LO;3/2/2022;329-711-30;R0146221;5005700390
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;86,76;USD;9565,00;ARS;204208;BJADMIN_LO;3/2/2022;329-711-10;R0167921;5005700391
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;62,09;USD;6845,00;ARS;204208;BJADMIN_LO;3/2/2022;0001IN;R2145421;5005700392
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;83,00;USD;9150,75;ARS;405987;BJADMIN_LO;3/2/2022;1.81NLDNSS;R2079521;5005700393
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;47,67;USD;5256,00;ARS;201492;BJADMIN_LO;3/2/2022;P3PLVVDF;R1006721;5005700395
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;41,93;USD;4623,00;ARS;201492;BJADMIN_LO;3/2/2022;0602F54;R1857120;5005700396
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;428,00;USD;47187,00;ARS;406142;BJADMIN_LO;3/2/2022;1454-A;R1945121;5005700399
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;224,05;USD;24701,51;ARS;401297;BJADMIN_LO;3/2/2022;TK2201;R1690321;5005700400
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;53,00;USD;5843,25;ARS;405987;BJADMIN_LO;3/2/2022;70353;R2103221;5005700511
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;67,81;USD;7476,00;ARS;204208;BJADMIN_LO;3/2/2022;2-12IN;R1535121;5005700538
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;67,81;USD;7476,00;ARS;204208;BJADMIN_LO;3/2/2022;24 IN.;R1346821;5005700545
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;39,00;USD;4300,00;ARS;204208;BJADMIN_LO;3/2/2022;436;R1088121;5005700555
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;43,76;USD;4825,00;ARS;204208;BJADMIN_LO;3/2/2022;436.;R1088021;5005700558
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;59,69;USD;6581,00;ARS;204208;BJADMIN_LO;3/2/2022;175-200 MM;R0167721;5005700568
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;18,30;USD;2018,00;ARS;204208;BJADMIN_LO;3/2/2022;150MM;R0146821;5005700573
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;34,39;USD;3791,00;ARS;204208;BJADMIN_LO;3/2/2022;300MIL;R1842421;5005700579
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;38,91;USD;4300,00;ARS;204208;BJADMIN_LO;4/2/2022;5-IN;R0549721;5005701729
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;156,44;USD;17287,00;ARS;204208;BJADMIN_LO;4/2/2022;3277705;R0161021;5005701750
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;115,88;USD;12805,00;ARS;204208;BJADMIN_LO;4/2/2022;4000 KG;R1163520;5005701751
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;58,98;USD;6517,00;ARS;204208;BJADMIN_LO;4/2/2022;PARKER 10;R0390321;5005701752
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;43,67;USD;4826,00;ARS;204208;BJADMIN_LO;4/2/2022;293-724-30;R0195021;5005701790
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;59,56;USD;6581,00;ARS;204208;BJADMIN_LO;4/2/2022;293350;R0903821;5005701791
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;151,58;USD;16750,00;ARS;206494;BJADMIN_LO;4/2/2022;BALANZA PORTATIL;R2148521;5005701792
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;115,88;USD;12805,00;ARS;204208;BJADMIN_LO;4/2/2022;4000 KG;R1359620;5005701793
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;151,58;USD;16750,00;ARS;206494;BJADMIN_LO;4/2/2022;BALANZA PORTATIL;R2148421;5005702048
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;27,19;USD;3004,00;ARS;204208;BJADMIN_LO;4/2/2022;9 IN;R1293521;5005702049
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;46,70;USD;5160,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1602121;5005702057
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;46,70;USD;5160,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1602321;5005702060
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;59,55;USD;6580,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1602521;5005702061
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;71,48;USD;7898,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1602621;5005702062
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;71,48;USD;7898,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1602921;5005702063
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;79,10;USD;8740,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R1603421;5005702064
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;43,67;USD;4825,00;ARS;204208;BJADMIN_LO;4/2/2022;436;R0904121;5005702264
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;38,91;USD;4300,00;ARS;204208;BJADMIN_LO;4/2/2022;436-M;R0904521;5005702267
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;38,91;USD;4300,00;ARS;204208;BJADMIN_LO;4/2/2022;239;R0250121;5005702268
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;51,62;USD;5704,00;ARS;204208;BJADMIN_LO;4/2/2022;71115904;R0231421;5005702269
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;58,98;USD;6517,00;ARS;204208;BJADMIN_LO;4/2/2022;PARKER 18;R0390421;5005702270
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;28,82;USD;3185,00;ARS;204208;BJADMIN_LO;4/2/2022;05IN;R0048021;5005702271
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;38,91;USD;4300,00;ARS;204208;BJADMIN_LO;4/2/2022;193-214;R0903721;5005702272
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;47,67;USD;5256,00;ARS;201492;BJADMIN_LO;1/2/2022;2433165;R0997421;5005702455
14/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;5142,99;USD;572157,64;ARS;401511;BJADMIN_LO;14/2/2022;MODEL RF80K;R1424921;5005717568
15/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;661,57;USD;73600,00;ARS;201492;BJADMIN_LO;15/2/2022;2182A;R0846321;5005719322
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;180,00;USD;19845,00;ARS;406142;BJADMIN_LO;3/2/2022;TS200;R1996121;5005719556
16/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;159,82;USD;17900,00;ARS;201492;BJADMIN_LO;16/2/2022;S60;R2038420;5005721372
16/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;41,28;USD;4623,00;ARS;201492;BJADMIN_LO;16/2/2022;433;R0258321;5005721373
16/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;96,07;USD;10760,00;ARS;201492;BJADMIN_LO;16/2/2022;130;R0807321;5005721374
17/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;111,61;USD;12500,00;ARS;204779;BJADMIN_LO;17/2/2022;STX123;R1868821;5005722591
17/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;1725,00;USD;193200,00;ARS;401327;BJADMIN_LO;17/2/2022;2024434-4;R0021822;5005722592
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;188,15;USD;20744,00;ARS;204208;BJADMIN_LO;3/2/2022;30007-0034;R1545521;5005727518
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;62,50;USD;7000,00;ARS;204779;BJADMIN_LO;21/2/2022;649-0970-002 AR;R1719021;5005727557
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;62,50;USD;7000,00;ARS;204779;BJADMIN_LO;21/2/2022;649-0970-001 AR;R1719121;5005727737
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;37,72;USD;4225,00;ARS;204208;BJADMIN_LO;21/2/2022;DDP-32;R1711620;5005727752
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;92,28;USD;10335,00;ARS;204208;BJADMIN_LO;21/2/2022;100LBF;R1216920;5005727753
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;103,42;USD;11583,00;ARS;204208;BJADMIN_LO;21/2/2022;5000;R1188421;5005727780
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;55,23;USD;6200,00;ARS;204779;BJADMIN_LO;22/2/2022;WEIGH-1LB10OZ;R1719421;5005728990
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,91;USD;7735,00;ARS;204208;BJADMIN_LO;22/2/2022;DG-1000N;R1808020;5005728996
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;86,00;USD;9653,00;ARS;204208;BJADMIN_LO;22/2/2022;227A;R1101121;5005729133
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;1256,00;USD;140986,00;ARS;406142;BJADMIN_LO;22/2/2022;12IN;R1694421;5005729138
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;98,00;USD;11000,50;ARS;406142;BJADMIN_LO;22/2/2022;PRO360;R1972421;5005729233
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;98,00;USD;11000,50;ARS;406142;BJADMIN_LO;22/2/2022;PRO 360;R1998521;5005729234
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;98,00;USD;11000,50;ARS;406142;BJADMIN_LO;22/2/2022;PRO 360;R1972721;5005729235
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;114,08;USD;12805,00;ARS;204208;BJADMIN_LO;22/2/2022;3277705;R1826020;5005729293
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;154,00;USD;17287,00;ARS;204208;BJADMIN_LO;22/2/2022;30006-0118;R0295821;5005729297
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;107,66;USD;12085,00;ARS;204208;BJADMIN_LO;22/2/2022;3277705.;R0160421;5005729300
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;206,22;USD;23200,00;ARS;202241;BJADMIN_LO;23/2/2022;GRADE A;R1936321;5005730114
21/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;393,75;USD;44100,00;ARS;200161;BJADMIN_LO;21/2/2022;90000588-11;R1965221;5005730330
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;23/2/2022;M22520/1-01;R2126421;5005730340
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;23/2/2022;M22520/1-01;R2125621;5005730342
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;354,29;USD;39858,00;ARS;201492;BJADMIN_LO;23/2/2022;2975;R1808421;5005730344
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;23/2/2022;436;R1704621;5005730345
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;23/2/2022;3 IN.;R1705221;5005730379
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;37,56;USD;4225,00;ARS;204208;BJADMIN_LO;23/2/2022;2056-2;R1215920;5005730440
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;23/2/2022;25-50 MM;R1485921;5005730441
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;65,29;USD;7345,00;ARS;204208;BJADMIN_LO;23/2/2022;100KGF;R2056920;5005730442
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;37,56;USD;4225,00;ARS;204208;BJADMIN_LO;23/2/2022;30386-0035;R1772120;5005730443
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;55,11;USD;6200,00;ARS;204779;BJADMIN_LO;23/2/2022;ST5613 AR;R1771421;5005730444
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;124,44;USD;14000,00;ARS;204779;BJADMIN_LO;23/2/2022;CILINDRICA;R1722021;5005730445
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;23/2/2022;486;R1705321;5005730446
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;210,67;USD;23700,00;ARS;200161;BJADMIN_LO;23/2/2022;ROCKWELL HRC-A-D;R0158822;5005730447
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;113,82;USD;12805,00;ARS;204208;BJADMIN_LO;23/2/2022;3277705;R1129920;5005730448
23/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;203,51;USD;22895,00;ARS;204208;BJADMIN_LO;23/2/2022;170-101;R2303021;5005730772
22/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;530,00;USD;59492,50;ARS;405794;BJADMIN_LO;22/2/2022;30006-0068;R1884421;5005732056
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;117,94;USD;13268,00;ARS;204208;BJADMIN_LO;24/2/2022;103-190;R1749921;5005732057
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,20;USD;7898,00;ARS;204208;BJADMIN_LO;24/2/2022;5IN-4;R1536521;5005732059
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;91,87;USD;10335,00;ARS;204208;BJADMIN_LO;24/2/2022;97A27003000007;R1254320;5005732070
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;732,00;USD;82350,00;ARS;401719;BJADMIN_LO;24/2/2022;8?060?02CP;R1892821;5005732071
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;886,00;USD;99675,00;ARS;405628;BJADMIN_LO;24/2/2022;DPI615;R2304121;5005732073
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;45,87;USD;5160,00;ARS;204208;BJADMIN_LO;24/2/2022;436;R1535721;5005732124
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;24/2/2022;222;R1788021;5005732125
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;37,56;USD;4225,00;ARS;204208;BJADMIN_LO;24/2/2022;MFD-03;R1438420;5005732566
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;198,19;USD;21787,50;ARS;405792;BJADMIN_LO;24/2/2022;DS01022A;R2236721;5005732617
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;24/2/2022;50 MM.;R1541721;5005732668
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;24/2/2022;222;R1744921;5005732669
4/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;53,00;USD;5856,50;ARS;405987;BJADMIN_LO;4/2/2022;07MM;R2102921;5005733092
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;24/2/2022;585MAP;R1485721;5005733148
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;24/2/2022;AF8;R2181321;5005733150
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;24/2/2022;M22520/1-01;R2180821;5005733151
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;24/2/2022;585.;R1418621;5005733153
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;43,82;USD;4930,00;ARS;204208;BJADMIN_LO;24/2/2022;210 A;R1464121;5005733154
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;168,00;USD;18900,00;ARS;204209;BJADMIN_LO;24/2/2022;54-50-321AHIB;R1859921;5005733155
24/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,00;USD;7875,00;ARS;406142;BJADMIN_LO;24/2/2022;45-174;R2181421;5005733156
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;25/2/2022;585CP;R1707721;5005735221
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;25/2/2022;585BP;R1419721;5005735222
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;68,33;USD;7687,00;ARS;204208;BJADMIN_LO;25/2/2022;585MAP;R1486021;5005735223
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;25/2/2022;1 IN.;R1704021;5005735224
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;33,51;USD;3770,00;ARS;204208;BJADMIN_LO;25/2/2022;569;R1485621;5005735225
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;98,00;USD;11025,00;ARS;406142;BJADMIN_LO;25/2/2022;PRO 3600;R2125021;5005735240
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;70,00;USD;7875,00;ARS;406142;BJADMIN_LO;25/2/2022;PWC27;R2264521;5005735243
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;50,00;USD;5625,00;ARS;405987;BJADMIN_LO;25/2/2022;3752-24/600;R2034921;5005735252
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;2072,00;USD;233100,00;ARS;202076;BJADMIN_LO;25/2/2022;5500A;R1529221;5005736428
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;888,89;USD;97608,00;ARS;402871;BJADMIN_LO;25/2/2022;S291;R1943621;5005736429
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;219,31;USD;24672,38;ARS;401297;BJADMIN_LO;25/2/2022;TU-14;R2146821;5005736440
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;25/2/2022;46447;R2148321;5005736441
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;25/2/2022;91529-1/3;R2148721;5005736442
25/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;75,00;USD;8437,50;ARS;405794;BJADMIN_LO;25/2/2022;59461;R2148621;5005736443
3/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;-105,06;USD;-11583,00;ARS;204208;AR020690;2/2/2022;;R0865321;5106187108
7/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;-41,67;USD;-4615,00;ARS;204208;AR020690;4/2/2022;;R0053721;5106187657
9/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;-2,70;USD;-300,00;ARS;204208;AR020690;20/12/2021;;R0049321;5106188408
9/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;-2,43;USD;-270,00;ARS;204208;AR020690;20/12/2021;;R0427621;5106188446
17/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;168,65;USD;18889,00;ARS;204208;AR020690;13/1/2022;;R2173621;5106189622
1/2/2022;10501009;700820001;MNT-EQUIPOS TALLER;555,00;USD;60772,50;ARS;405628;AR033637;13/1/2022;;R2092721;5106190650
